name,category_code,country_code,founded_year,funding_total_usd,funding_rounds,status
HexaTech,hardware,USA,2001.0,15508778.0,5,operating
Pelikon,other,GBR,,9150000.0,1,operating
Apogee Photonics,hardware,USA,2000.0,9700000.0,1,operating
PowerMetal Technologies,other,USA,,10000000.0,1,operating
Ample Communications,hardware,USA,2000.0,10500000.0,1,operating
Microbridge Technologies Canada,semiconductor,CAN,,5500000.0,1,operating
Flexcom,other,KOR,2000.0,11000000.0,1,operating
Amnis,other,USA,,11250000.0,1,operating
Silicon & Software Systems,hardware,IRL,,11820000.0,1,operating
Sionex,hardware,USA,2001.0,12000000.0,1,closed
Cradle Technologies,hardware,USA,,13000000.0,1,operating
ScanÃ¢ÂÂ¢Jour,software,DNK,1983.0,4820000.0,1,operating
Generic Media,software,USA,2000.0,2500000.0,1,closed
Globel Direct,public_relations,CAN,1969.0,1490000.0,1,closed
Comtica,software,POL,,155000.0,1,acquired
PicassoMio.com,ecommerce,USA,2000.0,105000.0,1,operating
MaxPoint Interactive,advertising,USA,2007.0,11000000.0,2,operating
Sirtris Pharmaceuticals,biotech,USA,2004.0,82000000.0,4,acquired
Quid,software,USA,2010.0,10000000.0,1,operating
T1 Visions,software,USA,2008.0,3600000.0,2,operating
Fundly,nonprofit,USA,2009.0,7800000.0,3,operating
Getaround,mobile,USA,2009.0,19025000.0,4,operating
Ofercity,web,MEX,2010.0,30000.0,1,closed
SG Biofuels,biotech,USA,2007.0,26400000.0,2,operating
Tryton Medical,medical,USA,2003.0,66267224.0,3,operating
Reapplix,biotech,DNK,2008.0,1309068.0,1,operating
Gameview Studios,games_video,USA,2010.0,50000.0,1,acquired
Airtime,photo_video,USA,2011.0,25250000.0,2,operating
Probe Manufacturing,hardware,USA,,1000000.0,1,closed
Knewton,education,USA,2008.0,54000000.0,4,operating
boarding pass,network_hosting,JPN,2010.0,59390.0,1,operating
TubeMogul,advertising,USA,2006.0,53157047.0,7,operating
Next Performance,advertising,FRA,2009.0,23016000.0,1,operating
Kigo,software,USA,2007.0,1800000.0,1,operating
Okairos,biotech,CHE,2007.0,20500000.0,1,acquired
zahnarztzentrum.ch,health,CHE,,19275000.0,1,operating
AtHoc,enterprise,USA,1999.0,5600000.0,1,operating
"NTS, Inc.",public_relations,USA,1990.0,36100000.0,1,operating
SimpliVT,software,USA,2008.0,14950000.0,2,operating
Independa,web,USA,2009.0,10150000.0,7,operating
AdKeeper,advertising,USA,2010.0,43000000.0,2,operating
Deitek Systems,software,COL,2006.0,250000.0,1,operating
Ismole,games_video,CHN,,4000000.0,1,operating
Aegerion Pharmaceuticals,biotech,USA,2005.0,1500000.0,1,ipo
AAIPharma Services,biotech,USA,1979.0,20000000.0,1,operating
Spinback,web,USA,,300000.0,1,acquired
InVivo Therapeutics,biotech,USA,,13000000.0,1,ipo
Rexahn Pharmaceuticals,biotech,USA,,5000000.0,1,ipo
InstaMed,medical,USA,2004.0,57876839.0,13,operating
SpringCM,enterprise,USA,2005.0,21000000.0,2,operating
Ecometrica,cleantech,GBR,,391655.0,1,operating
UniversityLyfe,network_hosting,USA,2008.0,500000.0,1,closed
Noom,mobile,USA,2008.0,2600000.0,4,operating
Leti Games,games_video,GHA,2009.0,100000.0,1,operating
Lantos Technologies,hardware,USA,2009.0,10950000.0,4,operating
demandmart,advertising,USA,2009.0,100000.0,1,operating
Financial Transaction Services,finance,USA,,50000000.0,1,operating
FluoroPharma,biotech,USA,2003.0,8601192.0,5,operating
Agile Systems,hardware,CAN,,7000000.0,1,operating
Lumetrics,hardware,USA,,1340000.0,1,operating
Tribotek,hardware,USA,2001.0,13000000.0,1,operating
Oxonica,cleantech,GBR,,22455182.0,2,acquired
Flextrip,travel,USA,2010.0,350000.0,2,acquired
Crowd Source Capital Ltd,finance,GBR,2009.0,83411.0,1,operating
Brightcove K.K.,games_video,JPN,2008.0,4900000.0,1,operating
MindQuilt,enterprise,USA,2010.0,403210.0,1,operating
EnterMedia,advertising,RUS,2005.0,1000000.0,1,closed
Celframe,software,MYS,1998.0,173000000.0,2,operating
Eddingpharm (Cayman),biotech,HKG,,24000000.0,1,closed
Sabirmedical,biotech,ESP,,6539000.0,1,closed
Cardoz,biotech,SWE,2006.0,17592450.0,1,operating
Real Matters,enterprise,CAN,2004.0,27125009.0,2,operating
CoverItLive,web,USA,2007.0,1000000.0,1,acquired
ScribbleLive,enterprise,CAN,2008.0,11920530.0,3,operating
THE NOCKLIST,ecommerce,USA,2001.0,300000.0,1,operating
Clothia,web,USA,2010.0,440000.0,1,operating
Qwiki,photo_video,USA,2009.0,10500000.0,3,acquired
Prolexic Technologies,enterprise,USA,2003.0,51900000.0,3,acquired
Superfly,travel,USA,2010.0,500000.0,1,operating
MileWise,travel,USA,2010.0,1500000.0,1,acquired
Tapad,advertising,USA,2010.0,8300000.0,2,operating
Askvisory.com,consulting,GBR,2009.0,250000.0,1,operating
Cirtas Systems,enterprise,USA,2008.0,32500000.0,2,operating
Bioscan,biotech,USA,,1753250.0,2,operating
Agoura Technologies,hardware,USA,,1000000.0,1,closed
Starport Systems,hardware,USA,,1000000.0,1,closed
Stillwater Scientific Instruments,biotech,USA,,1150000.0,1,operating
Dynamic Organic Light,hardware,USA,2003.0,1200000.0,1,operating
Identica Holdings,hardware,USA,2003.0,1220000.0,1,operating
Fluidinova - Engenharia de Fluidos,biotech,PRT,,1550000.0,1,operating
Ecutronic Technologies,hardware,ESP,,1550000.0,1,operating
GigPark,network_hosting,CAN,2007.0,200000.0,1,acquired
Rue La La,fashion,USA,2008.0,22000000.0,1,acquired
Club Point,ecommerce,ARG,2010.0,100000.0,1,operating
Solve Media,advertising,USA,2009.0,6000000.0,2,operating
Gaia Power Technologies,hardware,USA,2002.0,2250000.0,1,operating
TandemLaunch Technologies,hardware,CAN,2010.0,9738117.0,1,operating
Ifeelgoods,advertising,USA,2010.0,11000000.0,2,operating
Aryaka Networks,enterprise,USA,2008.0,54000000.0,3,operating
Plurilock Security Solutions,security,CAN,2008.0,253000.0,1,operating
NewBridge Pharmaceuticals,biotech,ARE,,12000000.0,1,operating
Data Impact,software,USA,,5000000.0,1,acquired
BA Insight,software,USA,2004.0,14500000.0,3,operating
Eight19,semiconductor,GBR,2010.0,7032007.0,1,operating
Wikkit LLC,messaging,USA,2010.0,17500.0,1,operating
Opera Solutions,analytics,USA,2004.0,114000000.0,2,operating
Tutamee,web,GHA,2010.0,30000.0,1,operating
Gyst,search,NGA,2010.0,100000.0,1,closed
Promoboxx,advertising,USA,2010.0,2793000.0,6,operating
Wallix,hardware,FRA,2003.0,2184000.0,2,operating
BloomReach,enterprise,USA,2009.0,41000000.0,3,operating
Quintic,semiconductor,USA,2005.0,4100000.0,1,operating
Boston Heart Diagnostics,health,USA,2007.0,10000000.0,1,operating
Spitogatos.gr,search,GRC,2006.0,1043775.0,1,operating
TigerText,messaging,USA,2010.0,10100000.0,2,operating
My Fashion Database,other,USA,2008.0,340000.0,1,operating
RenewData,other,USA,,5260109.0,1,operating
Arterial Remodeling Technologies,biotech,FRA,,8500000.0,1,operating
CivicSolar,cleantech,USA,2009.0,455000.0,1,operating
OneTrueFan,web,USA,2010.0,1200000.0,1,acquired
Gifi,games_video,USA,2010.0,1200000.0,1,closed
SwiftKey,enterprise,GBR,2008.0,21591233.0,4,operating
DataSift,analytics,GBR,2010.0,71700000.0,5,operating
Sportlyzer,software,EST,2009.0,257000.0,3,operating
Voxy,education,USA,2010.0,16500000.0,5,operating
Soweso,software,USA,2009.0,29600.0,1,operating
Watermark Medical,medical,USA,2008.0,38190236.0,2,operating
Nowsupplier International,ecommerce,CHN,2008.0,500000.0,1,operating
Infectious,web,USA,2007.0,750000.0,1,operating
Stormpulse,enterprise,USA,2007.0,2782500.0,3,operating
MePlease,mobile,GBR,2009.0,2108749.0,1,operating
Mission Bicycle Company,other,USA,,240000.0,1,operating
Votizen,web,USA,2009.0,2250000.0,2,acquired
Optini,music,USA,2009.0,3000000.0,1,operating
Identyx,software,USA,2006.0,50000.0,1,acquired
Rev,other,USA,2010.0,4500000.0,1,operating
Dexcom,hardware,USA,1999.0,3964019.0,1,operating
Pepex Biomedical,biotech,USA,2001.0,10201670.0,2,operating
SharedBy.co,analytics,CAN,,500000.0,1,operating
Roboinvest,web,USA,2010.0,125000.0,1,acquired
SocialSamba,software,USA,2010.0,20000.0,2,operating
Skedo,software,BRA,2010.0,200000.0,1,closed
WhatsApp,messaging,USA,2009.0,8000000.0,1,operating
TextualAds,advertising,USA,2010.0,650000.0,1,operating
PerkStreet Financial,finance,USA,2008.0,16000000.0,3,operating
Cylene Pharmaceuticals,biotech,USA,,72502924.0,4,closed
ChinaNetCloud,network_hosting,CHN,2008.0,475000.0,3,operating
IronCurtain Entertainment,games_video,EST,2010.0,81439.0,2,closed
Adype,advertising,USA,2011.0,250000.0,1,operating
SkyPower,cleantech,CAN,2009.0,50000000.0,1,operating
Mingly,social,USA,2010.0,500000.0,1,operating
Gnzo,games_video,JPN,2010.0,1150000.0,1,operating
lark,hardware,USA,2010.0,4100000.0,2,operating
Gild,web,USA,2011.0,12703000.0,4,operating
Socialbakers,analytics,USA,2008.0,8000000.0,2,operating
InishTech,software,IRL,,4706640.0,2,operating
Newton Energy Partners,cleantech,USA,,75000000.0,1,operating
ProRetina Therapeutics,biotech,ESP,2007.0,509656.0,1,operating
Eykona Technologies,biotech,GBR,,1870090.0,1,operating
Premier Healthcare Exchange,health,USA,,4000000.0,1,operating
Ibex Outdoor Clothing,ecommerce,USA,,1750000.0,1,operating
SpiralFrog,games_video,USA,2004.0,45000000.0,3,closed
CytomX Therapeutics,biotech,USA,2008.0,41000000.0,2,operating
SkyVu Entertainment,games_video,USA,2009.0,1200000.0,1,operating
Recommendi,software,NLD,2010.0,156240.0,1,operating
Ushi,social,CHN,2010.0,4500000.0,2,operating
Minimally invasive devices,enterprise,USA,2009.0,13500000.0,3,operating
Green Mountain Digital,social,USA,2009.0,6775000.0,3,operating
Revolution Prep,education,USA,2002.0,15000000.0,1,operating
"REACH Health, Inc.",biotech,USA,,5000000.0,1,operating
Allied Digital Services,consulting,IND,1995.0,175000.0,1,operating
DecImmune Therapeutics,biotech,USA,2001.0,5450000.0,2,operating
Adviesmanager.nl,finance,NLD,2010.0,12989.0,1,operating
uSpeak,education,ESP,2009.0,18885.0,2,operating
eSellerPro,software,GBR,2005.0,4757461.0,2,operating
Rivalroo,messaging,USA,2009.0,500000.0,1,operating
Slated,web,USA,2010.0,2000000.0,1,operating
ENBALA Power Networks,cleantech,CAN,2003.0,8000000.0,1,operating
PVT Solar,cleantech,USA,2007.0,13700000.0,1,operating
Mechanology,cleantech,USA,1989.0,8258160.0,1,closed
Retail Solutions,enterprise,USA,2003.0,15200000.0,1,operating
Exploretrip,travel,USA,2008.0,432500.0,1,operating
TripOvation,web,USA,,3000000.0,1,closed
Netsertive,advertising,USA,2009.0,13800000.0,3,operating
Troppus Software Corporation,software,USA,2009.0,1400000.0,3,operating
CinnaBid,web,USA,2010.0,30000.0,2,closed
Cartup Commerce,ecommerce,USA,2010.0,250000.0,1,operating
KSE,manufacturing,USA,,3000000.0,1,operating
Giner Electrochemical Systems,manufacturing,USA,,1500000.0,1,operating
Virtual City,software,KEN,,1000000.0,1,operating
BIGWORDS.com,search,USA,2001.0,80000000.0,1,operating
Campus Explorer,search,USA,2007.0,7250000.0,3,operating
eVoter,web,USA,2009.0,99997.0,1,operating
Krux,analytics,USA,2009.0,11000000.0,1,operating
Zecter,network_hosting,USA,2007.0,2515000.0,3,acquired
Gemini Mobile Technologies,mobile,USA,2001.0,32500000.0,3,operating
Votigo,software,USA,2006.0,1265000.0,1,operating
Ioxus,cleantech,USA,2007.0,48000000.0,3,operating
Shweeb,transportation,NZL,,1000000.0,1,operating
brandlive,software,USA,2010.0,1715000.0,3,operating
Fieldglass,software,USA,1999.0,11000000.0,1,operating
Tobira Therapeutics,biotech,USA,,31000000.0,1,operating
Ongo,news,USA,,12000000.0,1,operating
Tigris Pharmaceuticals,biotech,USA,2005.0,6500000.0,1,operating
Programeter,software,EST,2006.0,630760.0,2,operating
PrismaStar,search,GBR,2006.0,5165987.0,2,operating
T-RAM Semiconductor,semiconductor,USA,,40000000.0,1,operating
Negevtech,semiconductor,USA,1999.0,36000000.0,1,operating
iBiz Software,consulting,USA,2001.0,250000.0,1,operating
MiCarga,transportation,COL,2011.0,47500.0,1,operating
Adama Materials,nanotech,USA,2008.0,6510445.0,2,operating
Thinglink,social,USA,2010.0,2000000.0,1,operating
Integral Wave Technologies,semiconductor,USA,1997.0,16000000.0,1,operating
StarGen,semiconductor,USA,1999.0,15500000.0,1,operating
PerTrac Financial Solutions,software,USA,1996.0,63000000.0,1,acquired
arcplan Information Services AG,software,DEU,1996.0,34060000.0,1,operating
Simpler Networks,software,CAN,1999.0,34000000.0,1,operating
Visiprise,software,USA,1985.0,32000000.0,1,closed
Channelsoft (Beijing) Technology,software,CHN,,31500000.0,1,operating
MetaSolv,software,USA,1992.0,21850000.0,1,acquired
Phunware,mobile,USA,2009.0,8380000.0,4,operating
Digabit,software,USA,2008.0,5500000.0,3,operating
Xceive,semiconductor,USA,2001.0,36798750.0,4,operating
Zefanclub,web,FRA,2008.0,1000000.0,1,closed
Sonics,semiconductor,USA,1996.0,12000000.0,1,operating
Pure360,advertising,GBR,2001.0,15910140.0,1,operating
PrivacyProtector,security,POL,2009.0,450000.0,2,operating
LVL7 Systems,software,USA,1999.0,21000000.0,1,operating
Zimory,enterprise,DEU,2007.0,25482000.0,2,operating
Metara,semiconductor,USA,2000.0,11500000.0,1,operating
ReVera,semiconductor,USA,,11200000.0,1,operating
Therma-Wave,semiconductor,USA,1982.0,10060000.0,1,operating
Geekangels,web,BEL,2010.0,673400.0,1,operating
Chroma Energy,software,USA,1998.0,19700000.0,1,operating
Prosper,finance,USA,2006.0,119900000.0,9,operating
Sidecar.me,network_hosting,USA,2010.0,5100000.0,2,closed
OtherInbox,messaging,USA,2008.0,3800000.0,4,acquired
OneSpin Solutions,analytics,DEU,2005.0,18000000.0,2,operating
Encentuate,software,USA,2001.0,16000000.0,1,acquired
Followap,software,GBR,1999.0,20500000.0,2,acquired
Ankota,software,USA,2008.0,425000.0,1,operating
BrightDoor Systems,enterprise,USA,2005.0,2200000.0,2,operating
Flywheel Software,transportation,USA,2009.0,22800000.0,2,operating
AstroloMe,software,USA,2011.0,300000.0,1,operating
Auro Mira Energy,cleantech,IND,,21000000.0,1,operating
Charity Engine,nonprofit,GBR,2008.0,325999.0,1,operating
Voice Assist,messaging,USA,,3873000.0,2,operating
Moontoast,advertising,USA,2008.0,11000000.0,2,operating
Savvy Cellar Wines,other,USA,2005.0,300000.0,1,operating
Acision,mobile,IND,1992.0,100000000.0,1,operating
Adaptivity,enterprise,USA,2007.0,20105315.0,5,operating
Azure Solutions,software,GBR,,15000000.0,1,acquired
Global Silicon,semiconductor,GBR,1997.0,10000000.0,1,operating
Socruise,web,GBR,2008.0,388500.0,1,operating
SKY MobileMedia,semiconductor,USA,2003.0,15000000.0,1,operating
Logical Apps,software,USA,2000.0,14000000.0,1,operating
BayPackets,software,USA,2000.0,14000000.0,1,operating
Klee Data System,software,FRA,1994.0,13330000.0,1,operating
SunRise Group of International Technology,web,IND,2007.0,200000.0,1,operating
HealthDataInsights,software,USA,,13200000.0,1,acquired
Hubspan,software,USA,2000.0,13000000.0,1,acquired
SocialMadeSimple,advertising,USA,2009.0,100000.0,1,operating
Personeta,software,USA,1999.0,12000000.0,1,operating
Spanlink Communications,software,USA,1988.0,12000000.0,1,operating
Right Hemisphere,software,USA,1997.0,12000000.0,1,acquired
Open Home Pro,mobile,USA,2010.0,35265.0,1,operating
Whisher,mobile,ESP,2006.0,3159200.0,2,operating
Longboard Media,advertising,USA,2008.0,6000000.0,1,acquired
American DG Energy,cleantech,USA,2001.0,2100000.0,1,operating
Health Benefits Direct,finance,USA,2004.0,5400000.0,1,closed
NumberFour,enterprise,DEU,2009.0,38000000.0,1,operating
Potentia Semiconductor,semiconductor,CAN,2000.0,8000000.0,1,operating
TimeLab,semiconductor,USA,2001.0,7500000.0,1,operating
Conversocial,software,USA,2009.0,8050000.0,3,operating
OuterBay Technologies,software,USA,1997.0,12000000.0,1,acquired
Arroyo Video Solutions,games_video,USA,2002.0,12000000.0,1,acquired
Vertical Circuits,semiconductor,USA,,7000000.0,1,operating
Zinio,news,USA,,27000000.0,2,operating
Cogito,software,USA,1994.0,11700000.0,1,operating
Acertiv,social,USA,2011.0,737630.0,2,operating
Seculert,security,ISR,2010.0,15350000.0,3,operating
Digital Harbor,software,USA,1997.0,11000000.0,1,operating
OpenGamma,software,GBR,2009.0,23150000.0,3,operating
StormMQ,enterprise,GBR,2010.0,149167.0,1,operating
NearbyNow,web,USA,,19250000.0,3,acquired
Smash Haus Music Group,music,USA,,120000.0,4,operating
Tapatap,mobile,USA,,2500000.0,1,acquired
TravelShark,other,SGP,2012.0,3000000.0,1,operating
CityCiv,advertising,USA,2010.0,250000.0,1,operating
Argyle Social,software,USA,2010.0,1565000.0,2,operating
"Sophiris Bio, Inc.",biotech,CAN,,35000000.0,1,operating
Bigelow Laboratory for Ocean Sciences,biotech,USA,,9000000.0,1,operating
Microbonds,semiconductor,CAN,,5740000.0,1,operating
Arkmicro,semiconductor,CHN,,3000000.0,1,operating
Altatech,semiconductor,FRA,,2400000.0,1,operating
GreenGar,mobile,USA,2008.0,100000.0,2,operating
Elliptic Technologies,semiconductor,CAN,2001.0,5710000.0,2,operating
YOGITECH,semiconductor,ITA,2000.0,2723900.0,2,operating
Dresden Silicon,semiconductor,DEU,2005.0,590000.0,1,operating
Trema Group,software,GBR,1992.0,10510000.0,1,acquired
ACACIA Semiconductor,semiconductor,PRT,2003.0,368000.0,1,operating
myFairPartner,other,GBR,2009.0,620969.0,1,operating
Impress Software Solutions,software,USA,1997.0,10000000.0,1,operating
Peppercoin,software,USA,2001.0,10000000.0,1,acquired
Syndera Corporation,software,USA,2002.0,10000000.0,1,operating
Calpont Corporation,software,USA,2000.0,6270000.0,2,operating
EarlyTracks,software,BEL,2009.0,2126485.0,5,operating
Arantech,software,IRL,1999.0,16190000.0,2,acquired
Thuuz,sports,USA,2010.0,4200000.0,1,operating
MobPanel,network_hosting,USA,2009.0,50000.0,1,operating
Tutorspree,education,USA,2010.0,1800000.0,2,closed
The Shared Web,web,USA,,350000.0,3,operating
WP Engine,network_hosting,USA,2010.0,1200000.0,1,operating
Neuronex,biotech,USA,,1899999.0,2,acquired
Laureate Pharma,biotech,USA,,20000000.0,1,closed
IS Pharma,biotech,GBR,,5700000.0,1,closed
Convergence Pharmaceuticals,biotech,GBR,,35400000.0,1,operating
Vaccinogen,biotech,USA,2007.0,13670037.0,3,operating
AcelRx Pharmaceuticals,biotech,USA,,30839996.0,2,operating
PurePlay,games_video,USA,2004.0,15000000.0,2,operating
Aruspex,software,USA,2003.0,3770000.0,1,operating
MedicAnimal.com,pets,GBR,2007.0,24075206.0,2,operating
Nakina Systems,network_hosting,CAN,2001.0,10000000.0,1,operating
BeVocal,software,USA,1999.0,10000000.0,1,acquired
Padcom,mobile,USA,1989.0,10000000.0,1,acquired
Olive Software,software,USA,2000.0,14000000.0,2,operating
Yobongo,web,USA,2010.0,1350000.0,1,acquired
Ecovative Design,cleantech,USA,2007.0,14000000.0,2,operating
60mo,software,GBR,2009.0,1300000.0,3,acquired
Highlighter,education,USA,2010.0,730000.0,4,operating
Zappli,mobile,USA,,500000.0,1,acquired
Savored,hospitality,USA,2010.0,3750000.0,2,acquired
Geoloqi,enterprise,USA,2010.0,350000.0,1,acquired
MetaLINCS,software,USA,2003.0,8750000.0,1,acquired
Klir Technologies,network_hosting,USA,2000.0,8700000.0,1,closed
Valchemy,software,USA,2001.0,8500000.0,1,acquired
MOBITRAC,software,USA,2001.0,8300000.0,1,acquired
Riskclick,software,USA,2000.0,8200000.0,1,operating
Austin Logistics Incorporated,software,USA,1992.0,8000000.0,1,operating
Dreampod,search,USA,2002.0,183498.0,1,operating
Similarity Systems,software,IRL,2001.0,7000000.0,1,acquired
Siterra,software,USA,2001.0,7000000.0,1,operating
Multiply,ecommerce,IDN,2003.0,26600000.0,4,closed
Earnix,software,ISR,2001.0,10000000.0,2,operating
TensorComm,network_hosting,USA,2001.0,7000000.0,1,operating
Duck Creek Technologies,software,USA,2000.0,7000000.0,1,acquired
FanGo,software,USA,,1052870.0,9,acquired
KidStart,web,GBR,2007.0,4209381.0,1,operating
SwipeGood,nonprofit,USA,2010.0,500000.0,1,operating
Cytomedix,biotech,USA,,42275000.0,6,operating
Celon Laboratories,biotech,IND,2007.0,15800000.0,1,operating
Symetis,biotech,CHE,,25800000.0,1,operating
InVasc Therapeutics,biotech,USA,,3100000.0,1,operating
Evisors,education,USA,2010.0,1650000.0,3,operating
Glythera,biotech,GBR,,3932929.0,2,operating
Henley-Putnam University,education,USA,,6300000.0,2,operating
IDEV Technologies,biotech,USA,,59705235.0,3,acquired
AnovaStorm,enterprise,USA,,2000000.0,1,operating
TenBu Technologies,hardware,GBR,2007.0,843351.0,1,operating
DreamFactory Software,enterprise,USA,1998.0,8252331.0,3,operating
Vocent,software,USA,2001.0,6400000.0,1,acquired
Frictionless Commerce,software,USA,1998.0,6200000.0,1,operating
Gamma Enterprise Technologies,software,USA,1991.0,6200000.0,1,acquired
Xelor Software,software,USA,2002.0,6000000.0,1,operating
Dormzy,ecommerce,USA,2010.0,250000.0,1,closed
Hashable,mobile,USA,2010.0,4000000.0,1,closed
RiverOne,software,USA,1999.0,6000000.0,1,operating
Blue Flame Data,software,USA,2000.0,6000000.0,1,operating
CogniTens,software,ISR,1995.0,7000000.0,1,acquired
SHIFT,advertising,USA,2010.0,14000000.0,3,operating
Tango,messaging,USA,2009.0,85097364.0,3,operating
Meal Ticket,software,USA,2009.0,1728000.0,8,operating
BNI Video,software,USA,2009.0,16000000.0,1,acquired
Skyline Financial,finance,USA,,8200000.0,1,operating
GC Aesthetics,medical,IRL,,30000000.0,1,operating
HID Global,enterprise,USA,,15000.0,1,operating
MerLion Pharmaceuticals,biotech,SGP,,7000000.0,1,operating
CareKinesis,medical,USA,2010.0,7000000.0,3,operating
Veebeam,hardware,GBR,,6000000.0,1,operating
Oxynade,search,BEL,2007.0,1514605.0,3,operating
ISD Corporation,software,USA,,6000000.0,1,acquired
TAZZ Networks,software,USA,2001.0,6000000.0,1,operating
Alignent Software,software,USA,2001.0,6000000.0,1,acquired
ZestCash,finance,USA,,92000000.0,2,operating
Farelogix,software,USA,1998.0,6000000.0,1,operating
Roving Planet,network_hosting,USA,2001.0,6000000.0,1,acquired
Cube Route,software,CAN,2003.0,5860000.0,1,operating
JoyTunes,education,ISR,2010.0,2000000.0,2,operating
Optimus3,ecommerce,USA,2010.0,1475000.0,4,closed
Conference Hound,analytics,USA,2010.0,700000.0,3,operating
Pinterest,social,USA,2009.0,562500000.0,6,operating
Garden Price,ecommerce,FRA,,2695400.0,1,operating
Xambala,hardware,USA,2001.0,6250000.0,2,operating
Insurance Technologies,software,USA,1995.0,5400000.0,1,operating
Aceva Technologies,software,USA,1999.0,5280000.0,1,acquired
Minus,web,USA,2010.0,1000000.0,1,operating
CarWoo!,automotive,USA,2008.0,10820000.0,4,operating
Club Santa Monica,ecommerce,ESP,2010.0,692850.0,1,closed
Clear Shape Technologies,software,USA,2003.0,5000000.0,1,operating
Oxlo Systems,software,USA,2004.0,5000000.0,1,operating
Vtap,games_video,USA,,14000000.0,1,operating
Sharecare,health,USA,2009.0,14000000.0,3,operating
IndiaCollegeSearch,web,USA,2010.0,1000000.0,1,operating
AHAlife.com,ecommerce,USA,2009.0,19749079.0,3,operating
Weather Trends International,software,USA,2006.0,5500000.0,3,operating
Whistle.co.uk,government,GBR,2009.0,1200000.0,1,operating
MoPub,mobile,USA,2010.0,18500000.0,4,acquired
Apertio,mobile,GBR,,30000000.0,1,acquired
Syntasia,games_video,KOR,2009.0,1900000.0,2,operating
Global Pari-Mutuel Services,games_video,USA,,700000.0,1,operating
Masterbranch,software,USA,2010.0,470000.0,1,operating
Rentamus,web,ESP,2009.0,385980.0,1,operating
Spectralmind,music,AUT,2009.0,504210.0,1,operating
MessageGate,software,USA,2001.0,5000000.0,1,closed
Google,search,USA,1998.0,25100000.0,2,ipo
CatchTheEye,advertising,NOR,2008.0,2600000.0,2,closed
Aventeon,mobile,DEU,2000.0,5000000.0,1,operating
Goodzer,mobile,USA,2010.0,750000.0,2,operating
Sychron Advanced Technologies,software,USA,1998.0,5000000.0,1,closed
SeeControl,analytics,USA,2004.0,5117500.0,2,operating
aPriori Technologies,software,USA,2003.0,20400000.0,4,operating
Zero9,mobile,ITA,,44208000.0,1,closed
CloudBees,enterprise,USA,2010.0,16500000.0,3,operating
Prima Solutions,software,USA,2000.0,6199900.0,2,operating
MoreMagic Solutions,software,USA,2001.0,4125000.0,1,acquired
mPortal,mobile,USA,2000.0,4000000.0,1,operating
ezeep,enterprise,DEU,2010.0,675150.0,3,operating
Cloudmark,security,USA,2001.0,38500000.0,3,operating
Nettle,web,USA,2010.0,500000.0,1,closed
Fiberspar,manufacturing,USA,,50000000.0,1,operating
Anaplan,enterprise,USA,2006.0,44400000.0,2,operating
Online Warmongers,games_video,USA,2009.0,5000000.0,1,operating
Greener Expressions,social,USA,2010.0,150000.0,1,operating
Pure Storage,enterprise,USA,2009.0,245856468.0,6,operating
Giritech,software,CZE,2003.0,4000000.0,1,operating
ClearMyMail,public_relations,GBR,2006.0,150000.0,2,operating
Business Engine,consulting,USA,1985.0,4000000.0,1,acquired
Omnikles,software,FRA,2000.0,3960000.0,1,acquired
Distra,software,AUS,1999.0,3850000.0,1,acquired
Seedcamp,finance,GBR,2007.0,6892400.0,3,operating
GoodData,enterprise,USA,2007.0,75500000.0,7,operating
EMBRIA Technologies,enterprise,BRA,2004.0,350000.0,1,operating
Sefas Innovation,software,FRA,1991.0,3760000.0,1,operating
i2O Water,cleantech,GBR,2005.0,6954965.0,1,operating
Soundflavor,games_video,USA,2003.0,5800000.0,2,operating
Psykosoft,software,FRA,2010.0,618000.0,2,operating
OneGoodLove.com,web,USA,2011.0,900000.0,1,operating
Thumb Arcade,games_video,USA,2009.0,100000.0,1,operating
Connecture,software,USA,1999.0,23500000.0,2,operating
Vizional Technologies,semiconductor,USA,1999.0,3500000.0,1,operating
Portable Internet,mobile,USA,1999.0,3400000.0,1,operating
AnyWare Group,software,CAN,1999.0,3700000.0,1,operating
Axentra,software,CAN,1999.0,6000000.0,1,operating
GEOCOMtms,software,USA,1999.0,3070000.0,1,acquired
ClassLink,software,USA,1998.0,3000000.0,1,operating
Mathsoft Engineering & Education,software,USA,1984.0,3000000.0,1,acquired
Ciapple,software,JOR,2009.0,21000.0,1,operating
Cogency Software,software,USA,1997.0,2500000.0,1,operating
Unitask,software,USA,1994.0,2500000.0,1,operating
Krossover,software,USA,2008.0,11734330.0,6,operating
Appature,enterprise,USA,2007.0,9600000.0,2,acquired
GreenNote,web,USA,2007.0,4200000.0,1,acquired
BelAir Networks,mobile,CAN,2002.0,43400000.0,3,acquired
64 Pixels,web,USA,2010.0,100000.0,1,operating
moksha8 Pharmaceuticals,biotech,USA,2007.0,155000000.0,2,operating
Typekit,web,USA,2008.0,2050000.0,2,acquired
Memoir Systems,semiconductor,USA,2009.0,5100000.0,1,operating
Revo Round,other,CHN,,69000000.0,1,operating
Community Energy,cleantech,USA,,4000000.0,1,operating
frooly,ecommerce,GBR,2009.0,1308754.0,1,closed
Tenders.es,web,ESP,2009.0,340967.0,1,operating
play140,games_video,USA,,500000.0,1,acquired
Optasite,mobile,USA,1995.0,60000000.0,1,operating
Patient Conversation Media,advertising,USA,2009.0,1307617.0,2,operating
